Fecha|Valor
1940-11-15 00:00:00|8386.0
1940-11-16 00:00:00|8450.0
1940-11-17 00:00:00|8586.0
1940-11-18 00:00:00|8620.0
1940-11-19 00:00:00|8654.0
1940-11-20 00:00:00|8756.0
1940-11-21 00:00:00|8756.0
1940-11-22 00:00:00|8790.0
1940-11-23 00:00:00|8875.0
1940-11-24 00:00:00|8909.0
1940-11-25 00:00:00|8943.0
1940-11-26 00:00:00|8960.0
1940-11-27 00:00:00|8994.0
1940-11-28 00:00:00|9079.0
1940-11-29 00:00:00|9079.0
1940-11-30 00:00:00|9096.0
1940-12-01 00:00:00|9096.0
1940-12-02 00:00:00|9096.0
1940-12-03 00:00:00|9079.0
1940-12-04 00:00:00|9079.0
1940-12-05 00:00:00|8994.0
1940-12-06 00:00:00|8960.0
1940-12-07 00:00:00|8926.0
1940-12-08 00:00:00|8926.0
1940-12-09 00:00:00|8892.0
1940-12-10 00:00:00|8875.0
1940-12-11 00:00:00|8875.0
1940-12-12 00:00:00|8892.0
1940-12-13 00:00:00|8824.0
1940-12-14 00:00:00|8739.0
1940-12-15 00:00:00|8654.0
1940-12-16 00:00:00|8518.0
1940-12-17 00:00:00|8370.0
1940-12-18 00:00:00|8210.0
1940-12-19 00:00:00|8050.0
1940-12-20 00:00:00|7922.0
1940-12-21 00:00:00|7730.0
1940-12-22 00:00:00|7650.0
1940-12-23 00:00:00|7568.0
1940-12-24 00:00:00|7468.0
1940-12-25 00:00:00|7386.0
1940-12-26 00:00:00|7304.0
1940-12-27 00:00:00|7238.0
1940-12-28 00:00:00|7204.0
1940-12-29 00:00:00|7089.0
1940-12-30 00:00:00|6990.0
1940-12-31 00:00:00|6874.0
1941-01-01 00:00:00|6639.0
1941-01-02 00:00:00|6438.0
1941-01-03 00:00:00|6236.0
1941-01-04 00:00:00|6050.0
1941-01-05 00:00:00|5888.0
1941-01-06 00:00:00|5766.0
1941-01-07 00:00:00|5740.0
1941-01-08 00:00:00|5712.0
1941-01-09 00:00:00|5780.0
1941-01-10 00:00:00|5807.0
1941-01-11 00:00:00|5712.0
1941-01-12 00:00:00|5510.0
1941-01-13 00:00:00|5313.0
1941-01-14 00:00:00|5188.0
1941-01-15 00:00:00|5063.0
1941-01-16 00:00:00|5000.0
1941-01-17 00:00:00|5000.0
1941-01-18 00:00:00|4963.0
1941-01-19 00:00:00|4900.0
1941-01-20 00:00:00|4813.0
1941-01-21 00:00:00|4630.0
1941-01-22 00:00:00|4474.0
1941-01-23 00:00:00|4246.0
1941-01-24 00:00:00|4124.0
1941-01-25 00:00:00|3916.0
1941-01-26 00:00:00|3799.0
1941-01-27 00:00:00|3695.0
1941-01-28 00:00:00|3630.0
1941-01-29 00:00:00|3604.0
1941-01-30 00:00:00|3604.0
1941-01-31 00:00:00|3539.0
1941-02-01 00:00:00|3565.0
1941-02-02 00:00:00|3604.0
1941-02-03 00:00:00|3760.0
1941-02-04 00:00:00|3942.0
1941-02-05 00:00:00|3942.0
1941-02-06 00:00:00|3877.0
1941-02-07 00:00:00|3864.0
1941-02-08 00:00:00|3695.0
1941-02-09 00:00:00|3669.0
1941-02-10 00:00:00|3643.0
1941-02-11 00:00:00|3630.0
1941-02-12 00:00:00|3565.0
1941-02-13 00:00:00|3500.0
1941-02-14 00:00:00|3500.0
1941-02-15 00:00:00|3565.0
1941-02-16 00:00:00|3656.0
1941-02-17 00:00:00|3630.0
1941-02-18 00:00:00|3695.0
1941-02-19 00:00:00|3760.0
1941-02-20 00:00:00|3838.0
1941-02-21 00:00:00|3890.0
1941-02-22 00:00:00|3942.0
1941-02-23 00:00:00|3890.0
1941-02-24 00:00:00|3812.0
1941-02-25 00:00:00|3656.0
1941-02-26 00:00:00|3591.0
1941-02-27 00:00:00|3578.0
1941-02-28 00:00:00|3526.0
1941-03-01 00:00:00|3500.0
1941-03-02 00:00:00|3420.0
1941-03-03 00:00:00|3328.0
1941-03-04 00:00:00|3293.0
1941-03-05 00:00:00|3270.0
1941-03-06 00:00:00|3236.0
1941-03-07 00:00:00|3224.0
1941-03-08 00:00:00|3224.0
1941-03-09 00:00:00|3040.0
1941-03-10 00:00:00|2948.0
1941-03-11 00:00:00|2873.0
1941-03-12 00:00:00|2820.0
1941-03-13 00:00:00|2873.0
1941-03-14 00:00:00|2983.0
1941-03-15 00:00:00|3155.0
1941-03-16 00:00:00|3178.0
1941-03-17 00:00:00|3075.0
1941-03-18 00:00:00|2948.0
1941-03-19 00:00:00|2873.0
1941-03-20 00:00:00|2831.0
1941-03-21 00:00:00|2778.0
1941-03-22 00:00:00|2778.0
1941-03-23 00:00:00|2778.0
1941-03-24 00:00:00|2768.0
1941-03-25 00:00:00|2778.0
1941-03-26 00:00:00|2778.0
1941-03-27 00:00:00|2904.0
1941-03-28 00:00:00|2925.0
1941-03-29 00:00:00|2873.0
1941-03-30 00:00:00|2820.0
1941-03-31 00:00:00|2810.0
1941-04-01 00:00:00|2799.0
1941-04-02 00:00:00|2757.0
1941-04-03 00:00:00|2757.0
1941-04-04 00:00:00|2862.0
1941-04-05 00:00:00|3155.0
1941-04-06 00:00:00|3270.0
1941-04-07 00:00:00|3408.0
1941-04-08 00:00:00|3454.0
1941-04-09 00:00:00|3526.0
1941-04-10 00:00:00|3656.0
1941-04-11 00:00:00|3786.0
1941-04-12 00:00:00|3877.0
1941-04-13 00:00:00|3890.0
1941-04-14 00:00:00|3825.0
1941-04-15 00:00:00|3877.0
1941-04-16 00:00:00|4020.0
1941-04-17 00:00:00|4098.0
1941-04-18 00:00:00|4186.0
1941-04-19 00:00:00|4378.0
1941-04-20 00:00:00|4414.0
1941-04-21 00:00:00|4462.0
1941-04-22 00:00:00|4630.0
1941-04-23 00:00:00|4690.0
1941-04-24 00:00:00|4800.0
1941-04-25 00:00:00|4938.0
1941-04-26 00:00:00|4875.0
1941-04-27 00:00:00|4825.0
1941-04-28 00:00:00|4800.0
1941-04-29 00:00:00|4775.0
1941-04-30 00:00:00|4763.0
1941-05-01 00:00:00|4775.0
1941-05-02 00:00:00|4775.0
1941-05-03 00:00:00|4630.0
1941-05-04 00:00:00|4654.0
1941-05-05 00:00:00|4690.0
1941-05-06 00:00:00|4726.0
1941-05-07 00:00:00|4750.0
1941-05-08 00:00:00|4775.0
1941-05-09 00:00:00|4800.0
1941-05-10 00:00:00|4788.0
1941-05-11 00:00:00|4750.0
1941-05-12 00:00:00|4775.0
1941-05-13 00:00:00|4800.0
1941-05-14 00:00:00|4850.0
1941-05-15 00:00:00|4875.0
1941-05-16 00:00:00|4938.0
1941-05-17 00:00:00|5000.0
1941-05-18 00:00:00|5050.0
1941-05-19 00:00:00|5100.0
1941-05-20 00:00:00|5063.0
1941-05-21 00:00:00|5100.0
1941-05-22 00:00:00|4938.0
1941-05-23 00:00:00|4875.0
1941-05-24 00:00:00|4975.0
1941-05-25 00:00:00|4925.0
1941-05-26 00:00:00|4875.0
1941-05-27 00:00:00|4850.0
1941-05-28 00:00:00|4900.0
1941-05-29 00:00:00|4925.0
1941-05-30 00:00:00|4963.0
1941-05-31 00:00:00|4988.0
1941-06-01 00:00:00|5000.0
1941-06-02 00:00:00|4975.0
1941-06-03 00:00:00|4988.0
1941-06-04 00:00:00|4938.0
1941-06-05 00:00:00|4938.0
1941-06-06 00:00:00|4938.0
1941-06-07 00:00:00|4950.0
1941-06-08 00:00:00|4975.0
1941-06-09 00:00:00|4913.0
1941-06-10 00:00:00|4863.0
1941-06-11 00:00:00|4775.0
1941-06-12 00:00:00|4788.0
1941-06-13 00:00:00|4775.0
1941-06-14 00:00:00|4763.0
1941-06-15 00:00:00|4800.0
1941-06-16 00:00:00|4800.0
1941-06-17 00:00:00|4825.0
1941-06-18 00:00:00|4800.0
1941-06-19 00:00:00|4800.0
1941-06-20 00:00:00|4825.0
1941-06-21 00:00:00|4838.0
1941-06-22 00:00:00|4850.0
1941-06-23 00:00:00|4838.0
1941-06-24 00:00:00|4875.0
1941-06-25 00:00:00|4900.0
1941-06-26 00:00:00|4913.0
1941-06-27 00:00:00|4925.0
1941-06-28 00:00:00|4938.0
1941-06-29 00:00:00|4925.0
1941-06-30 00:00:00|4950.0
1941-07-01 00:00:00|4975.0
1941-07-02 00:00:00|4950.0
1941-07-03 00:00:00|4913.0
1941-07-04 00:00:00|4888.0
1941-07-05 00:00:00|4900.0
1941-07-06 00:00:00|4838.0
1941-07-07 00:00:00|4800.0
1941-07-08 00:00:00|4775.0
1941-07-09 00:00:00|4775.0
1941-07-10 00:00:00|4726.0
1941-07-11 00:00:00|4714.0
1941-07-12 00:00:00|4763.0
1941-07-13 00:00:00|4788.0
1941-07-14 00:00:00|4800.0
1941-07-15 00:00:00|4863.0
1941-07-16 00:00:00|4825.0
1941-07-17 00:00:00|4875.0
1941-07-18 00:00:00|4875.0
1941-07-19 00:00:00|4925.0
1941-07-20 00:00:00|4938.0
1941-07-21 00:00:00|4975.0
1941-07-22 00:00:00|4975.0
1941-07-23 00:00:00|5000.0
1941-07-24 00:00:00|5000.0
1941-07-25 00:00:00|5025.0
1941-07-26 00:00:00|5038.0
1941-07-27 00:00:00|4975.0
1941-07-28 00:00:00|4950.0
1941-07-29 00:00:00|4850.0
1941-07-30 00:00:00|4800.0
1941-07-31 00:00:00|4800.0
1941-08-01 00:00:00|4800.0
1941-08-02 00:00:00|4775.0
1941-08-03 00:00:00|4775.0
1941-08-04 00:00:00|4800.0
1941-08-05 00:00:00|4825.0
1941-08-06 00:00:00|4788.0
1941-08-07 00:00:00|4750.0
1941-08-08 00:00:00|4750.0
1941-08-09 00:00:00|4726.0
1941-08-10 00:00:00|4702.0
1941-08-11 00:00:00|4702.0
1941-08-12 00:00:00|4678.0
1941-08-13 00:00:00|4678.0
1941-08-14 00:00:00|4678.0
1941-08-15 00:00:00|4738.0
1941-08-16 00:00:00|4825.0
1941-08-17 00:00:00|4888.0
1941-08-18 00:00:00|4913.0
1941-08-19 00:00:00|4925.0
1941-08-20 00:00:00|4975.0
1941-08-21 00:00:00|5000.0
1941-08-22 00:00:00|5000.0
1941-08-23 00:00:00|5013.0
1941-08-24 00:00:00|4975.0
1941-08-25 00:00:00|5025.0
1941-08-26 00:00:00|5050.0
1941-08-27 00:00:00|5013.0
1941-08-28 00:00:00|5050.0
1941-08-29 00:00:00|5075.0
1941-08-30 00:00:00|5050.0
1941-08-31 00:00:00|5075.0
1941-09-01 00:00:00|5050.0
1941-09-02 00:00:00|5063.0
1941-09-03 00:00:00|5063.0
1941-09-04 00:00:00|5050.0
1941-09-05 00:00:00|5075.0
1941-09-06 00:00:00|5100.0
1941-09-07 00:00:00|5075.0
1941-09-08 00:00:00|5100.0
1941-09-09 00:00:00|5125.0
1941-09-10 00:00:00|5063.0
1941-09-11 00:00:00|4900.0
1941-09-12 00:00:00|4825.0
1941-09-13 00:00:00|4800.0
1941-09-14 00:00:00|4775.0
1941-09-15 00:00:00|4800.0
1941-09-16 00:00:00|4825.0
1941-09-17 00:00:00|4800.0
1941-09-18 00:00:00|4850.0
1941-09-19 00:00:00|4875.0
1941-09-20 00:00:00|4913.0
1941-09-21 00:00:00|4950.0
1941-09-22 00:00:00|5000.0
1941-09-23 00:00:00|4975.0
1941-09-24 00:00:00|5038.0
1941-09-25 00:00:00|5088.0
1941-09-26 00:00:00|5100.0
1941-09-27 00:00:00|5100.0
1941-09-28 00:00:00|5138.0
1941-09-29 00:00:00|5175.0
1941-09-30 00:00:00|5175.0
1941-10-01 00:00:00|5175.0
1941-10-02 00:00:00|5200.0
1941-10-03 00:00:00|5225.0
1941-10-04 00:00:00|5250.0
1941-10-05 00:00:00|5225.0
1941-10-06 00:00:00|5213.0
1941-10-07 00:00:00|5225.0
1941-10-08 00:00:00|5200.0
1941-10-09 00:00:00|5225.0
1941-10-10 00:00:00|5200.0
1941-10-11 00:00:00|5175.0
1941-10-12 00:00:00|5175.0
1941-10-13 00:00:00|5175.0
1941-10-14 00:00:00|5200.0
1941-10-15 00:00:00|5225.0
1941-10-16 00:00:00|5263.0
1941-10-17 00:00:00|5250.0
1941-10-18 00:00:00|5275.0
1941-10-19 00:00:00|5275.0
1941-10-20 00:00:00|5238.0
1941-10-21 00:00:00|5225.0
1941-10-22 00:00:00|5225.0
1941-10-23 00:00:00|5250.0
1941-10-24 00:00:00|5275.0
1941-10-25 00:00:00|5250.0
1941-10-26 00:00:00|5225.0
1941-10-27 00:00:00|5250.0
1941-10-28 00:00:00|5275.0
1941-10-29 00:00:00|5275.0
1941-10-30 00:00:00|5250.0
1941-10-31 00:00:00|5313.0
1941-11-01 00:00:00|5300.0
1941-11-02 00:00:00|5263.0
1941-11-03 00:00:00|5300.0
1941-11-04 00:00:00|5350.0
1941-11-05 00:00:00|5350.0
1941-11-06 00:00:00|5350.0
1941-11-07 00:00:00|5350.0
1941-11-08 00:00:00|5363.0
1941-11-09 00:00:00|5350.0
1941-11-10 00:00:00|5375.0
1941-11-11 00:00:00|5375.0
1941-11-12 00:00:00|5402.0
1941-11-13 00:00:00|5375.0
1941-11-14 00:00:00|5325.0
1941-11-15 00:00:00|5338.0
1941-11-16 00:00:00|5350.0
1941-11-17 00:00:00|5429.0
1941-11-18 00:00:00|5402.0
1941-11-19 00:00:00|5416.0
1941-11-20 00:00:00|5375.0
1941-11-21 00:00:00|5429.0
1941-11-22 00:00:00|5456.0
1941-11-23 00:00:00|5375.0
1941-11-24 00:00:00|5350.0
1941-11-25 00:00:00|5325.0
1941-11-26 00:00:00|5313.0
1941-11-27 00:00:00|5375.0
1941-11-28 00:00:00|5350.0
1941-11-29 00:00:00|5300.0
1941-11-30 00:00:00|5275.0
1941-12-01 00:00:00|5807.0
1941-12-02 00:00:00|5794.0
1941-12-03 00:00:00|5780.0
1941-12-04 00:00:00|5753.0
1941-12-05 00:00:00|5726.0
1941-12-06 00:00:00|5712.0
1941-12-07 00:00:00|5712.0
1941-12-08 00:00:00|5712.0
1941-12-09 00:00:00|5699.0
1941-12-10 00:00:00|5672.0
1941-12-11 00:00:00|5672.0
1941-12-12 00:00:00|5645.0
1941-12-13 00:00:00|5632.0
1941-12-14 00:00:00|5618.0
1941-12-15 00:00:00|5618.0
1941-12-16 00:00:00|5604.0
1941-12-17 00:00:00|5604.0
1941-12-18 00:00:00|5591.0
1941-12-19 00:00:00|5550.0
1941-12-20 00:00:00|5442.0
1941-12-21 00:00:00|5250.0
1941-12-22 00:00:00|5063.0
1941-12-23 00:00:00|4900.0
1941-12-24 00:00:00|4813.0
1941-12-25 00:00:00|4678.0
1941-12-26 00:00:00|4558.0
1941-12-27 00:00:00|4498.0
1941-12-28 00:00:00|4414.0
1941-12-29 00:00:00|4342.0
1941-12-30 00:00:00|4258.0
1941-12-31 00:00:00|4150.0
1942-01-01 00:00:00|4072.0
1942-01-02 00:00:00|4020.0
1942-01-03 00:00:00|4007.0
1942-01-04 00:00:00|4007.0
1942-01-05 00:00:00|4059.0
1942-01-06 00:00:00|4046.0
1942-01-07 00:00:00|3916.0
1942-01-08 00:00:00|3838.0
1942-01-09 00:00:00|3786.0
1942-01-10 00:00:00|3682.0
1942-01-11 00:00:00|3565.0
1942-01-12 00:00:00|3397.0
1942-01-13 00:00:00|3339.0
1942-01-14 00:00:00|3270.0
1942-01-15 00:00:00|3178.0
1942-01-16 00:00:00|3109.0
1942-01-17 00:00:00|3063.0
1942-01-18 00:00:00|2994.0
1942-01-19 00:00:00|2948.0
1942-01-20 00:00:00|2925.0
1942-01-21 00:00:00|2894.0
1942-01-22 00:00:00|2820.0
1942-01-23 00:00:00|2799.0
1942-01-24 00:00:00|2789.0
1942-01-25 00:00:00|2799.0
1942-01-26 00:00:00|2862.0
1942-01-27 00:00:00|2948.0
1942-01-28 00:00:00|2994.0
1942-01-29 00:00:00|2971.0
1942-01-30 00:00:00|3029.0
1942-01-31 00:00:00|2994.0
1942-02-01 00:00:00|2948.0
1942-02-02 00:00:00|2948.0
1942-02-03 00:00:00|2983.0
1942-02-04 00:00:00|3063.0
1942-02-05 00:00:00|3086.0
1942-02-06 00:00:00|3063.0
1942-02-07 00:00:00|2994.0
1942-02-08 00:00:00|2960.0
1942-02-09 00:00:00|3029.0
1942-02-10 00:00:00|3063.0
1942-02-11 00:00:00|3270.0
1942-02-12 00:00:00|3385.0
1942-02-13 00:00:00|3500.0
1942-02-14 00:00:00|3578.0
1942-02-15 00:00:00|3617.0
1942-02-16 00:00:00|3578.0
1942-02-17 00:00:00|3466.0
1942-02-18 00:00:00|3339.0
1942-02-19 00:00:00|3178.0
1942-02-20 00:00:00|3040.0
1942-02-21 00:00:00|2960.0
1942-02-22 00:00:00|2948.0
1942-02-23 00:00:00|2937.0
1942-02-24 00:00:00|2915.0
1942-02-25 00:00:00|2862.0
1942-02-26 00:00:00|2841.0
1942-02-27 00:00:00|2799.0
1942-02-28 00:00:00|2768.0
1942-03-01 00:00:00|2715.0
1942-03-02 00:00:00|2673.0
1942-03-03 00:00:00|2663.0
1942-03-04 00:00:00|2715.0
1942-03-05 00:00:00|2789.0
1942-03-06 00:00:00|2883.0
1942-03-07 00:00:00|3063.0
1942-03-08 00:00:00|3224.0
1942-03-09 00:00:00|3408.0
1942-03-10 00:00:00|3526.0
1942-03-11 00:00:00|3773.0
1942-03-12 00:00:00|3942.0
1942-03-13 00:00:00|4072.0
1942-03-14 00:00:00|4186.0
1942-03-15 00:00:00|4318.0
1942-03-16 00:00:00|4414.0
1942-03-17 00:00:00|4486.0
1942-03-18 00:00:00|4534.0
1942-03-19 00:00:00|4450.0
1942-03-20 00:00:00|4342.0
1942-03-21 00:00:00|4270.0
1942-03-22 00:00:00|4174.0
1942-03-23 00:00:00|4020.0
1942-03-24 00:00:00|3890.0
1942-03-25 00:00:00|3760.0
1942-03-26 00:00:00|3656.0
1942-03-27 00:00:00|3630.0
1942-03-28 00:00:00|3734.0
1942-03-29 00:00:00|3864.0
1942-03-30 00:00:00|3994.0
1942-03-31 00:00:00|4072.0
1942-04-01 00:00:00|4059.0
1942-04-02 00:00:00|4007.0
1942-04-03 00:00:00|4007.0
1942-04-04 00:00:00|4111.0
1942-04-05 00:00:00|4234.0
1942-04-06 00:00:00|4318.0
1942-04-07 00:00:00|4426.0
1942-04-08 00:00:00|4414.0
1942-04-09 00:00:00|4378.0
1942-04-10 00:00:00|4270.0
1942-04-11 00:00:00|4198.0
1942-04-12 00:00:00|4162.0
1942-04-13 00:00:00|4234.0
1942-04-14 00:00:00|4354.0
1942-04-15 00:00:00|4570.0
1942-04-16 00:00:00|4714.0
1942-04-17 00:00:00|4875.0
1942-04-18 00:00:00|5025.0
1942-04-19 00:00:00|5200.0
1942-04-20 00:00:00|5350.0
1942-04-21 00:00:00|5537.0
1942-04-22 00:00:00|5780.0
1942-04-23 00:00:00|5928.0
1942-04-24 00:00:00|6050.0
1942-04-25 00:00:00|6143.0
1942-04-26 00:00:00|6252.0
1942-04-27 00:00:00|6329.0
1942-04-28 00:00:00|6391.0
1942-04-29 00:00:00|6453.0
1942-04-30 00:00:00|6546.0
1942-05-01 00:00:00|6748.0
1942-05-02 00:00:00|6858.0
1942-05-03 00:00:00|6957.0
1942-05-04 00:00:00|7072.0
1942-05-05 00:00:00|7254.0
1942-05-06 00:00:00|7436.0
1942-05-07 00:00:00|7617.0
1942-05-08 00:00:00|7810.0
1942-05-09 00:00:00|8002.0
1942-05-10 00:00:00|8130.0
1942-05-11 00:00:00|8290.0
1942-05-12 00:00:00|8501.0
1942-05-13 00:00:00|8620.0
1942-05-14 00:00:00|8756.0
1942-05-15 00:00:00|8841.0
1942-05-16 00:00:00|8960.0
1942-05-17 00:00:00|9062.0
1942-05-18 00:00:00|9215.0
1942-05-19 00:00:00|9351.0
1942-05-20 00:00:00|9436.0
1942-05-21 00:00:00|9538.0
1942-05-22 00:00:00|9742.0
1942-05-23 00:00:00|9708.0
1942-05-24 00:00:00|9776.0
1942-05-25 00:00:00|9878.0
1942-05-26 00:00:00|10014.0
1942-05-27 00:00:00|10082.0
1942-05-28 00:00:00|10082.0
1942-05-29 00:00:00|10082.0
1942-05-30 00:00:00|10065.0
1942-05-31 00:00:00|10065.0
1942-06-01 00:00:00|10048.0
1942-06-02 00:00:00|10048.0
1942-06-03 00:00:00|10048.0
1942-06-04 00:00:00|10065.0
1942-06-05 00:00:00|10065.0
1942-06-06 00:00:00|10065.0
1942-06-07 00:00:00|10065.0
1942-06-08 00:00:00|10082.0
1942-06-09 00:00:00|10082.0
1942-06-10 00:00:00|10099.0
1942-06-11 00:00:00|10099.0
1942-06-12 00:00:00|10116.0
1942-06-13 00:00:00|10133.0
1942-06-14 00:00:00|10133.0
1942-06-15 00:00:00|10182.0
1942-06-16 00:00:00|10198.0
1942-06-17 00:00:00|10214.0
1942-06-18 00:00:00|10230.0
1942-06-19 00:00:00|10230.0
1942-06-20 00:00:00|10262.0
1942-06-21 00:00:00|10262.0
1942-06-22 00:00:00|10246.0
1942-06-23 00:00:00|10214.0
1942-06-24 00:00:00|10198.0
1942-06-25 00:00:00|10150.0
1942-06-26 00:00:00|10082.0
1942-06-27 00:00:00|9997.0
1942-06-28 00:00:00|9912.0
1942-06-29 00:00:00|9810.0
1942-06-30 00:00:00|9708.0
1942-07-01 00:00:00|9572.0
1942-07-02 00:00:00|9470.0
1942-07-03 00:00:00|9351.0
1942-07-04 00:00:00|9215.0
1942-07-05 00:00:00|9096.0
1942-07-06 00:00:00|8130.0
1942-07-07 00:00:00|7172.0
1942-07-08 00:00:00|7072.0
1942-07-09 00:00:00|6974.0
1942-07-10 00:00:00|6858.0
1942-07-11 00:00:00|6778.0
1942-07-12 00:00:00|6716.0
1942-07-13 00:00:00|6670.0
1942-07-14 00:00:00|6639.0
1942-07-15 00:00:00|6639.0
1942-07-16 00:00:00|6670.0
1942-07-17 00:00:00|6732.0
1942-07-18 00:00:00|6794.0
1942-07-19 00:00:00|6763.0
1942-07-20 00:00:00|6732.0
1942-07-21 00:00:00|6608.0
1942-07-22 00:00:00|6515.0
1942-07-23 00:00:00|6391.0
1942-07-24 00:00:00|6298.0
1942-07-25 00:00:00|6220.0
1942-07-26 00:00:00|6143.0
1942-07-27 00:00:00|6096.0
1942-07-28 00:00:00|6050.0
1942-07-29 00:00:00|5996.0
1942-07-30 00:00:00|5969.0
1942-07-31 00:00:00|6050.0
1942-08-01 00:00:00|6794.0
1942-08-02 00:00:00|6891.0
1942-08-03 00:00:00|6990.0
1942-08-04 00:00:00|7072.0
1942-08-05 00:00:00|7138.0
1942-08-06 00:00:00|7221.0
1942-08-07 00:00:00|7320.0
1942-08-08 00:00:00|7419.0
1942-08-09 00:00:00|7485.0
1942-08-10 00:00:00|7568.0
1942-08-11 00:00:00|7435.0
1942-08-12 00:00:00|7452.0
1942-08-13 00:00:00|7436.0
1942-08-14 00:00:00|7419.0
1942-08-15 00:00:00|7419.0
1942-08-16 00:00:00|7386.0
1942-08-17 00:00:00|7370.0
1942-08-18 00:00:00|7386.0
1942-08-19 00:00:00|7452.0
1942-08-20 00:00:00|7518.0
1942-08-21 00:00:00|7551.0
1942-08-22 00:00:00|7584.0
1942-08-23 00:00:00|7551.0
1942-08-24 00:00:00|7518.0
1942-08-25 00:00:00|7485.0
1942-08-26 00:00:00|7436.0
1942-08-27 00:00:00|7419.0
1942-08-28 00:00:00|7436.0
1942-08-29 00:00:00|7370.0
1942-08-30 00:00:00|7304.0
1942-08-31 00:00:00|7221.0
1942-09-01 00:00:00|7155.0
1942-09-02 00:00:00|7106.0
1942-09-03 00:00:00|7122.0
1942-09-04 00:00:00|7188.0
1942-09-05 00:00:00|7172.0
1942-09-06 00:00:00|7155.0
